User_ID,QA_ID,Ranking_Strategy,Question,Gold,Pred,F1,BLEU,Metric,Trace_Metric,Text_Mode,TopN,TopIDs,Targets,Category,Context_Tokens,Generation_Latency
0,0,baseline,When did Caroline go to the LGBTQ support group?,7 May 2023,"7 May, 2023",1.0000,0.7500,content_event_topic_kw,,content,5,"[1, 12, 37, 20, 31]",[1],2,1202,2.189418
0,1,baseline,When did Melanie paint a sunrise?,2022,In 2022.,0.6667,0.3333,content_event_topic_kw,,content,5,"[46, 3, 30, 58, 41]",[2],2,1184,1.852870
0,2,baseline,What fields would Caroline be likely to pursue in her educaton?,"Psychology, counseling certification",Counseling and mental health.,0.2857,0.2000,content_event_topic_kw,,content,5,"[11, 21, 2, 15, 53]",[2],3,1212,0.948535
0,3,baseline,What did Caroline research?,Adoption agencies,Adoption agencies.,1.0000,0.6667,content_event_topic_kw,,content,5,"[11, 4, 21, 15, 6]",[6],1,1412,0.761758
0,4,baseline,What is Caroline's identity?,Transgender woman,Caroline is transgender.,0.4000,0.2500,content_event_topic_kw,,content,5,"[9, 42, 7, 43, 11]",[1],1,2061,1.297769
0,5,baseline,When did Melanie run a charity race?,The sunday before 25 May 2023,20 May 2023,0.4444,0.2453,content_event_topic_kw,,content,5,"[5, 24, 7, 34, 65]",[5],2,2422,1.148555
0,6,baseline,When is Melanie planning on going camping?,June 2023,This summer.,0.0000,0.0000,content_event_topic_kw,,content,5,"[39, 10, 19, 64, 54]",[6],2,1208,1.346600
0,7,baseline,What is Caroline's relationship status?,Single,Not mentioned in memories.,0.0000,0.0000,content_event_topic_kw,,content,5,"[15, 8, 43, 12, 0]","[6, 7]",1,934,1.050790
0,8,baseline,When did Caroline give a speech at a school?,The week before 9 June 2023,2 June 2023,0.4444,0.2453,content_event_topic_kw,,content,5,"[7, 12, 20, 51, 17]",[7],2,2171,0.815368
0,9,baseline,"When did Caroline meet up with her friends, family, and mentors?",The week before 9 June 2023,Last week before 6 July 2023.,0.5000,0.4286,content_event_topic_kw,,content,5,"[12, 18, 7, 11, 29]",[7],2,2532,1.008327
0,10,baseline,How long has Caroline had her current group of friends for?,4 years,Four years.,0.5000,0.3333,content_event_topic_kw,,content,5,"[31, 8, 18, 7, 56]",[7],2,2205,0.779740
0,11,baseline,Where did Caroline move from 4 years ago?,Sweden,Not mentioned in memories.,0.0000,0.0000,content_event_topic_kw,,content,5,"[50, 43, 15, 12, 20]","[7, 9]",1,879,1.103532
0,12,baseline,How long ago was Caroline's 18th birthday?,10 years ago,Two years ago.,0.6667,0.5000,content_event_topic_kw,,content,5,"[33, 9, 8, 12, 27]",[9],2,1315,0.794899
0,13,baseline,What career path has Caroline decided to persue?,counseling or mental health for Transgender people,Counseling and mental health.,0.5455,0.4022,content_event_topic_kw,,content,5,"[21, 11, 12, 15, 51]","[2, 11]",1,1561,0.923207
0,14,baseline,Would Caroline still want to pursue counseling as a career if she hadn't received support growing up?,Likely no,"No, she wouldn't.",0.3333,0.1667,content_event_topic_kw,,content,5,"[11, 21, 12, 2, 15]","[7, 11]",3,1264,0.747110
0,15,baseline,What activities does Melanie partake in?,"pottery, camping, painting, swimming","Pottery, painting, running, reading, violin.",0.4444,0.5000,content_event_topic_kw,,content,5,"[15, 5, 53, 13, 25]","[2, 4, 13, 29]",1,1405,0.947180
0,16,baseline,When did Melanie sign up for a pottery class?,2 July 2023,"2 July, 2023",1.0000,0.7500,content_event_topic_kw,,content,5,"[13, 45, 25, 38, 58]",[13],2,1933,1.148287
0,17,baseline,When is Caroline going to the transgender conference?,July 2023,July 2023,1.0000,1.0000,content_event_topic_kw,,content,5,"[14, 20, 12, 1, 59]",[14],2,953,0.713529
0,18,baseline,Where has Melanie camped?,"beach, mountains, forest",In the mountains and at the beach.,0.4000,0.2500,content_event_topic_kw,,content,5,"[19, 10, 64, 32, 39]","[10, 19, 28]",1,1631,1.175385
0,19,baseline,What do Melanie's kids like?,"dinosaurs, nature",Dinosaurs and pottery.,0.4000,0.2500,content_event_topic_kw,,content,5,"[25, 16, 50, 62, 32]","[10, 16]",1,1547,0.793744
0,20,baseline,When did Melanie go to the museum?,5 July 2023,5 July 2023,1.0000,1.0000,content_event_topic_kw,,content,5,"[16, 50, 47, 39, 56]",[16],2,888,0.853487
0,21,baseline,When did Caroline have a picnic?,The week before 6 July 2023,No mention of a picnic.,0.0000,0.0000,content_event_topic_kw,,content,5,"[39, 10, 46, 50, 33]",[18],2,1031,1.031822
0,22,baseline,Would Caroline likely have Dr. Seuss books on her bookshelf?,"Yes, since she collects classic children's books","Yes, likely has Dr. Seuss books.",0.2857,0.3309,content_event_topic_kw,,content,5,"[17, 22, 40, 9, 25]",[17],3,1506,1.083223
0,23,baseline,What books has Melanie read?,"""Nothing is Impossible"", ""Charlotte's Web""","""Charlotte's Web"" as a kid.",0.5000,0.4449,content_event_topic_kw,,content,5,"[22, 17, 15, 50, 5]","[17, 22]",1,1070,0.957476
0,24,baseline,What does Melanie do to destress?,"Running, pottery",Running and painting.,0.4000,0.2500,content_event_topic_kw,,content,5,"[4, 5, 24, 58, 15]","[13, 24]",1,1391,0.899759
