User_ID,QA_ID,Ranking_Strategy,Question,Gold,Pred,F1,BLEU,Metric,Trace_Metric,Text_Mode,TopN,TopIDs,Targets,Category,Context_Tokens,Generation_Latency
0,0,baseline,When did Caroline go to the LGBTQ support group?,7 May 2023,"7 May, 2023",1.0000,0.7500,content_event_topic_kw,,content,5,"[1, 12, 37, 20, 31]",[1],2,1202,2.457780
0,1,baseline,When did Melanie paint a sunrise?,2022,In 2022.,0.6667,0.3333,content_event_topic_kw,,content,5,"[46, 3, 30, 58, 41]",[2],2,1184,1.259092
0,2,baseline,What fields would Caroline be likely to pursue in her educaton?,"Psychology, counseling certification",Counseling and mental health.,0.2857,0.2000,content_event_topic_kw,,content,5,"[11, 21, 2, 15, 53]",[2],3,1212,0.770610
0,3,baseline,What did Caroline research?,Adoption agencies,Adoption agencies.,1.0000,0.6667,content_event_topic_kw,,content,5,"[11, 4, 21, 15, 6]",[6],1,1412,1.223819
0,4,baseline,What is Caroline's identity?,Transgender woman,Caroline is transgender.,0.4000,0.2500,content_event_topic_kw,,content,5,"[9, 42, 7, 43, 11]",[1],1,2061,1.109505
0,5,baseline,When did Melanie run a charity race?,The sunday before 25 May 2023,20 May 2023,0.4444,0.2453,content_event_topic_kw,,content,5,"[5, 24, 7, 34, 65]",[5],2,2422,0.904075
0,6,baseline,When is Melanie planning on going camping?,June 2023,This summer.,0.0000,0.0000,content_event_topic_kw,,content,5,"[39, 10, 19, 64, 54]",[6],2,1208,0.812735
0,7,baseline,What is Caroline's relationship status?,Single,Not mentioned in memories.,0.0000,0.0000,content_event_topic_kw,,content,5,"[15, 8, 43, 12, 0]","[6, 7]",1,934,1.061637
0,8,baseline,When did Caroline give a speech at a school?,The week before 9 June 2023,2 June 2023,0.4444,0.2453,content_event_topic_kw,,content,5,"[7, 12, 20, 51, 17]",[7],2,2171,1.092775
0,9,baseline,"When did Caroline meet up with her friends, family, and mentors?",The week before 9 June 2023,"Last week, on 29 June 2023.",0.5000,0.3750,content_event_topic_kw,,content,5,"[12, 18, 7, 11, 29]",[7],2,2532,0.913384
0,10,baseline,How long has Caroline had her current group of friends for?,4 years,Four years.,0.5000,0.3333,content_event_topic_kw,,content,5,"[31, 8, 18, 7, 56]",[7],2,2205,1.103362
0,11,baseline,Where did Caroline move from 4 years ago?,Sweden,Not mentioned in memories.,0.0000,0.0000,content_event_topic_kw,,content,5,"[50, 43, 15, 12, 20]","[7, 9]",1,879,0.793903
0,12,baseline,How long ago was Caroline's 18th birthday?,10 years ago,Two years ago.,0.6667,0.5000,content_event_topic_kw,,content,5,"[33, 9, 8, 12, 27]",[9],2,1315,0.677610
0,13,baseline,What career path has Caroline decided to persue?,counseling or mental health for Transgender people,Counseling and mental health.,0.5455,0.4022,content_event_topic_kw,,content,5,"[21, 11, 12, 15, 51]","[2, 11]",1,1561,0.998070
0,14,baseline,Would Caroline still want to pursue counseling as a career if she hadn't received support growing up?,Likely no,"No, she wouldn't.",0.3333,0.1667,content_event_topic_kw,,content,5,"[11, 21, 12, 2, 15]","[7, 11]",3,1264,0.918786
0,15,baseline,What activities does Melanie partake in?,"pottery, camping, painting, swimming","Pottery, painting, running, reading, violin.",0.4444,0.5000,content_event_topic_kw,,content,5,"[15, 5, 53, 13, 25]","[2, 4, 13, 29]",1,1405,0.920202
0,16,baseline,When did Melanie sign up for a pottery class?,2 July 2023,2 July 2023,1.0000,1.0000,content_event_topic_kw,,content,5,"[13, 45, 25, 38, 58]",[13],2,1933,0.806075
0,17,baseline,When is Caroline going to the transgender conference?,July 2023,July 2023,1.0000,1.0000,content_event_topic_kw,,content,5,"[14, 20, 12, 1, 59]",[14],2,953,1.059880
0,18,baseline,Where has Melanie camped?,"beach, mountains, forest",In the mountains and at the beach.,0.4000,0.2500,content_event_topic_kw,,content,5,"[19, 10, 64, 32, 39]","[10, 19, 28]",1,1631,0.864245
0,19,baseline,What do Melanie's kids like?,"dinosaurs, nature",Dinosaurs and pottery.,0.4000,0.2500,content_event_topic_kw,,content,5,"[25, 16, 50, 62, 32]","[10, 16]",1,1547,0.906510
0,20,baseline,When did Melanie go to the museum?,5 July 2023,5 July 2023,1.0000,1.0000,content_event_topic_kw,,content,5,"[16, 50, 47, 39, 56]",[16],2,888,0.984441
0,21,baseline,When did Caroline have a picnic?,The week before 6 July 2023,No mention of a picnic.,0.0000,0.0000,content_event_topic_kw,,content,5,"[39, 10, 46, 50, 33]",[18],2,1031,0.962557
0,22,baseline,Would Caroline likely have Dr. Seuss books on her bookshelf?,"Yes, since she collects classic children's books","Yes, likely has Dr. Seuss books.",0.2857,0.3309,content_event_topic_kw,,content,5,"[17, 22, 40, 9, 25]",[17],3,1506,0.955164
0,23,baseline,What books has Melanie read?,"""Nothing is Impossible"", ""Charlotte's Web""",No specific books mentioned.,0.0000,0.0000,content_event_topic_kw,,content,5,"[22, 17, 15, 50, 5]","[17, 22]",1,1070,1.040934
0,24,baseline,What does Melanie do to destress?,"Running, pottery",Running and painting.,0.4000,0.2500,content_event_topic_kw,,content,5,"[4, 5, 24, 58, 15]","[13, 24]",1,1391,0.757687
0,25,baseline,When did Caroline go to the LGBTQ conference?,10 July 2023,"10 July, 2023",1.0000,0.7500,content_event_topic_kw,,content,5,"[12, 20, 1, 14, 34]",[20],2,959,0.789105
0,26,baseline,"When did Melanie read the book ""nothing is impossible""?",2022,The book was read last year.,0.0000,0.0000,content_event_topic_kw,,content,5,"[22, 17, 65, 7, 52]",[22],2,2516,1.046214
0,27,baseline,Would Caroline pursue writing as a career option?,"LIkely no; though she likes reading, she wants to be a counselor","No, she is focused on counseling.",0.2222,0.1771,content_event_topic_kw,,content,5,"[21, 11, 15, 51, 22]","[21, 22]",3,1646,1.114567
0,28,baseline,When did Caroline go to the adoption meeting?,The friday before 15 July 2023,"7 July, 2023",0.4444,0.3033,content_event_topic_kw,,content,5,"[26, 43, 40, 57, 65]",[26],2,1674,0.884273
0,29,baseline,When did Melanie go to the pottery workshop?,The Friday before 15 July 2023,"7 July, 2023",0.4444,0.3033,content_event_topic_kw,,content,5,"[45, 13, 25, 38, 58]",[25],2,1933,1.013646
0,30,baseline,Would Melanie be considered a member of the LGBTQ community?,"Likely no, she does not refer to herself as part of it","No, there's no evidence.",0.1176,0.1212,content_event_topic_kw,,content,5,"[31, 20, 34, 12, 7]",[],3,2022,1.008843
0,31,baseline,When did Melanie go camping in June?,The week before 27 June 2023,June 2023,0.5000,0.1353,content_event_topic_kw,,content,5,"[10, 39, 19, 64, 54]",[10],2,1208,1.052524
0,32,baseline,What LGBTQ+ events has Caroline participated in?,"Pride parade, school speech, support group","Pride parade, LGBTQ conference, support group.",0.6667,0.6667,content_event_topic_kw,,content,5,"[31, 12, 20, 1, 34]","[1, 7, 12, 28]",1,1208,0.861939
0,33,baseline,When did Caroline go to a pride parade during the summer?,The week before 3 July 2023,"Last Friday, 11 August 2023.",0.1818,0.1429,content_event_topic_kw,,content,5,"[12, 34, 31, 20, 29]",[12],2,1738,1.146970
0,34,baseline,What events has Caroline participated in to help children?,"Mentoring program, school speech",Volunteering at LGBTQ+ youth center.,0.0000,0.0000,content_event_topic_kw,,content,5,"[51, 6, 17, 29, 33]","[7, 29]",1,2097,0.684849
0,35,baseline,When did Melanie go camping in July?,two weekends before 17 July 2023,In July 2023.,0.4444,0.3033,content_event_topic_kw,,content,5,"[10, 39, 19, 32, 64]",[29],2,1631,0.898549
0,36,baseline,When did Caroline join a mentorship program?,The weekend before 17 July 2023,"Last weekend, 8-9 July 2023.",0.5000,0.4286,content_event_topic_kw,,content,5,"[29, 12, 11, 21, 57]",[29],2,1921,0.767506
0,37,baseline,What did Melanie paint recently?,sunset,A calming sunset painting.,0.4000,0.2000,content_event_topic_kw,,content,5,"[3, 46, 30, 58, 25]",[],1,1350,0.783690
0,38,baseline,What activities has Melanie done with her family?,"Pottery, painting, camping, museum, swimming, hiking","Pottery, camping, painting, beach trips.",0.5455,0.5338,content_event_topic_kw,,content,5,"[25, 10, 32, 39, 8]","[4, 7, 16, 25, 29]",1,1919,0.756910
0,39,baseline,In what ways is Caroline participating in the LGBTQ community?,"Joining activist group, going to pride parades, participating in an art show, mentoring program",Attending pride parades and conferences.,0.2105,0.0533,content_event_topic_kw,,content,5,"[12, 20, 31, 1, 37]","[12, 29, 31]",1,1202,0.772757
0,40,baseline,How many times has Melanie gone to the beach in 2023?,2,Once in 2023.,0.0000,0.0000,content_event_topic_kw,,content,5,"[32, 39, 50, 46, 19]","[19, 32]",1,1411,0.773438
0,41,baseline,When did Caroline join a new activist group?,The Tuesday before 20 July 2023,13 July 2023,0.4444,0.2453,content_event_topic_kw,,content,5,"[31, 20, 12, 37, 51]",[31],2,1634,0.859388
0,42,baseline,Would Melanie be more interested in going to a national park or a theme park?,National park; she likes the outdoors,National park.,0.5000,0.1757,content_event_topic_kw,,content,5,"[39, 50, 10, 16, 54]",[32],3,1043,1.399524
0,43,baseline,What kind of art does Caroline make?,abstract art,Trans-themed paintings.,0.0000,0.0000,content_event_topic_kw,,content,5,"[55, 42, 35, 46, 58]","[29, 35]",1,2132,1.033927
0,44,baseline,When is Melanie's daughter's birthday?,13 August,13 August 2023,0.8000,0.6667,content_event_topic_kw,,content,5,"[33, 8, 16, 50, 39]",[33],2,1054,0.888551
0,45,baseline,When did Caroline attend a pride parade in August?,The Friday before 14 August 2023,"August 11, 2023",0.4444,0.3033,content_event_topic_kw,,content,5,"[12, 34, 31, 1, 20]",[34],2,1208,0.824670
0,46,baseline,Would Melanie be considered an ally to the transgender community?,"Yes, she is supportive","Yes, definitely an ally.",0.2500,0.3333,content_event_topic_kw,,content,5,"[20, 7, 48, 31, 34]",[],3,2263,1.216763
0,47,baseline,Who supports Caroline when she has a negative experience?,"Her mentors, family, and friends",Her friends and community.,0.6667,0.4022,content_event_topic_kw,,content,5,"[37, 12, 20, 21, 7]","[7, 37]",1,1791,1.211554
0,48,baseline,What types of pottery have Melanie and her kids made?,"bowls, cup",Pots and a plate.,0.0000,0.0000,content_event_topic_kw,,content,5,"[25, 45, 13, 38, 58]","[13, 25, 38]",1,1933,0.944864
0,49,baseline,When did Caroline and Melanie go to a pride fesetival together?,2022,They didn't go together.,0.0000,0.0000,content_event_topic_kw,,content,5,"[34, 12, 14, 31, 28]",[38],2,1816,0.816813
0,50,baseline,What would Caroline's political leaning likely be?,Liberal,Liberal or progressive.,0.5000,0.2500,content_event_topic_kw,,content,5,"[37, 20, 31, 11, 12]",[37],3,1534,0.979935
0,51,baseline,What has Melanie painted?,"Horse, sunset, sunrise",A lake sunrise.,0.3333,0.1947,content_event_topic_kw,,content,5,"[3, 46, 30, 58, 25]","[2, 25, 41]",1,1350,0.956244
0,52,baseline,What are Melanie's pets' names?,"Oliver, Luna, Bailey",Oliver and Bailey.,0.6667,0.3894,content_event_topic_kw,,content,5,"[23, 40, 25, 65, 50]","[24, 40]",1,1722,0.755461
0,53,baseline,When did Caroline apply to adoption agencies?,The week of 23 August 2023,23 August 2023,0.6667,0.3679,content_event_topic_kw,,content,5,"[57, 26, 40, 6, 43]",[40],2,1546,1.068634
0,54,baseline,When did Caroline draw a self-portrait?,The week before 23 August 2023,"Week of 16 August, 2023",0.5455,0.5000,content_event_topic_kw,,content,5,"[42, 46, 3, 35, 55]",[42],2,1821,0.894702
0,55,baseline,What subject have Caroline and Melanie both painted?,Sunsets,Nature-inspired themes.,0.0000,0.0000,content_event_topic_kw,,content,5,"[30, 46, 3, 25, 42]","[25, 46]",1,1121,1.155108
0,56,baseline,What symbols are important to Caroline?,"Rainbow flag, transgender symbol","Necklace, rainbow flag, eagle.",0.5000,0.4286,content_event_topic_kw,,content,5,"[9, 48, 38, 35, 55]","[9, 48]",1,2465,1.212032
0,57,baseline,When did Caroline encounter people on a hike and have a negative experience?,The week before 25 August 2023,"10 August, 2023",0.4444,0.3033,content_event_topic_kw,,content,5,"[44, 37, 10, 12, 56]",[44],2,979,0.998349
0,58,baseline,When did Melanie make a plate in pottery class?,24 August 2023,24 August 2023,1.0000,1.0000,content_event_topic_kw,,content,5,"[45, 13, 38, 25, 58]",[45],2,1933,0.981447
0,59,baseline,Would Caroline be considered religious?,"Somewhat, but not extremely religious","No, she encountered religious conservatives.",0.2000,0.2857,content_event_topic_kw,,content,5,"[37, 11, 48, 9, 12]","[37, 48]",3,1575,1.138694
0,60,baseline,What instruments does Melanie play?,clarinet and violin,Clarinet,0.5000,0.1353,content_event_topic_kw,,content,5,"[53, 52, 33, 13, 15]","[5, 53]",1,1344,0.810398
0,61,baseline,What musical artists/bands has Melanie seen?,"Summer Sounds, Matt Patterson","Matt Patterson, Summer Sounds.",1.0000,0.8333,content_event_topic_kw,,content,5,"[52, 53, 33, 34, 49]","[33, 52]",1,1557,0.848065
0,62,baseline,When did Melanie go to the park?,27 August 2023,27 August 2023,1.0000,1.0000,content_event_topic_kw,,content,5,"[50, 39, 56, 16, 10]",[50],2,969,0.735024
0,63,baseline,When is Caroline's youth center putting on a talent show?,September 2023,September 2023,1.0000,1.0000,content_event_topic_kw,,content,5,"[51, 33, 29, 49, 59]",[51],2,2152,0.914560
0,64,baseline,"Would Melanie likely enjoy the song ""The Four Seasons"" by Vivaldi?",Yes; it's classical music,"Yes, she enjoys classical music.",0.6000,0.4286,content_event_topic_kw,,content,5,"[53, 52, 39, 49, 3]",[53],3,1591,1.067324
0,65,baseline,What are some changes Caroline has faced during her transition journey?,"Changes to her body, losing unsupportive friends","Genuine relationships, increased self-acceptance.",0.0000,0.1194,content_event_topic_kw,,content,5,"[18, 7, 12, 55, 20]","[35, 55]",1,2330,1.101888
0,66,baseline,What does Melanie do with her family on hikes?,"Roast marshmallows, tell stories",Roasts marshmallows around the campfire.,0.2222,0.1667,content_event_topic_kw,,content,5,"[10, 39, 32, 54, 64]","[32, 54]",1,1848,0.722715
0,67,baseline,When did Caroline go biking with friends?,The weekend before 13 September 2023,"September 9, 2023",0.4444,0.3033,content_event_topic_kw,,content,5,"[39, 50, 54, 56, 37]",[54],2,1045,1.084505
0,68,baseline,How long has Melanie been practicing art?,Since 2016,Seven years now.,0.0000,0.0000,content_event_topic_kw,,content,5,"[3, 35, 55, 25, 58]",[55],2,2169,0.796214
0,69,baseline,What personality traits might Melanie say Caroline has?,"Thoughtful, authentic, driven","Inspiring, courageous, supportive.",0.0000,0.3333,content_event_topic_kw,,content,5,"[15, 11, 38, 65, 7]","[20, 43, 56]",3,2757,1.551424
0,70,baseline,What transgender-specific events has Caroline attended?,"Poetry reading, conference","LGBTQ conference, pride parade, poetry reading.",0.6667,0.4444,content_event_topic_kw,,content,5,"[14, 1, 20, 12, 59]","[52, 59]",1,953,1.506245
0,71,baseline,What book did Melanie read from Caroline's suggestion?,"""Becoming Nicole""","""Becoming Nicole"" by Amy Ellis Nutt.",0.5000,0.4444,content_event_topic_kw,,content,5,"[22, 17, 39, 40, 15]","[22, 58]",1,1219,0.837940
0,72,baseline,When did Melanie's friend adopt a child?,2022,Last year (2022).,0.5000,0.1667,content_event_topic_kw,,content,5,"[57, 40, 65, 43, 26]",[57],2,1674,1.433809
0,73,baseline,When did Melanie get hurt?,September 2023,Melanie did not get hurt.,0.0000,0.0000,content_event_topic_kw,,content,5,"[61, 44, 15, 62, 5]",[58],2,1093,1.076184
0,74,baseline,When did Melanie's family go on a roadtrip?,The weekend before 20 October 2023,The weekend of 14 October 2023.,0.6667,0.5714,content_event_topic_kw,,content,5,"[39, 61, 10, 64, 32]",[61],2,1863,1.123026
0,75,baseline,How many children does Melanie have?,3,Two children.,0.0000,0.0000,content_event_topic_kw,,content,5,"[8, 25, 50, 6, 33]","[61, 62]",1,1548,0.696294
0,76,baseline,When did Melanie go on a hike after the roadtrip?,19 October 2023,19 October 2023,1.0000,1.0000,content_event_topic_kw,,content,5,"[10, 39, 44, 64, 50]",[64],1,1096,0.897760
0,77,baseline,Would Melanie go on another roadtrip soon?,Likely no; since this one went badly,"No, she had an accident.",0.1667,0.1238,content_event_topic_kw,,content,5,"[39, 61, 50, 10, 15]",[61],3,1042,1.041033
0,78,baseline,What items has Melanie bought?,"Figurines, shoes",Figurines.,0.6667,0.3033,content_event_topic_kw,,content,5,"[9, 15, 25, 65, 52]","[24, 65]",1,1904,1.046336
0,79,baseline,When did Caroline pass the adoption interview?,The Friday before 22 October 2023,"October 20, 2023",0.4444,0.3033,content_event_topic_kw,,content,5,"[26, 43, 57, 40, 65]",[65],2,1674,1.082163
0,80,baseline,When did Melanie buy the figurines?,21 October 2023,21 October 2023,1.0000,1.0000,content_event_topic_kw,,content,5,"[16, 9, 25, 65, 45]",[65],2,1564,1.003528
0,81,baseline,Would Caroline want to move back to her home country soon?,No; she's in the process of adopting children.,No evidence of desire to move.,0.2667,0.2420,content_event_topic_kw,,content,5,"[39, 51, 12, 9, 65]",[65],3,1925,1.183052
0,82,baseline,What did the charity race raise awareness for?,mental health,Mental health,1.0000,1.0000,content_event_topic_kw,,content,5,"[5, 12, 31, 51, 24]",[5],4,1849,0.792811
0,83,baseline,What did Melanie realize after the charity race?,self-care is important,Self-care is really important.,0.8889,0.6000,content_event_topic_kw,,content,5,"[5, 65, 7, 38, 28]",[5],4,3322,1.357685
0,84,baseline,How does Melanie prioritize self-care?,"by carving out some me-time each day for activities like running, reading, or playing the violin","Running, reading, or playing violin.",0.4545,0.2507,content_event_topic_kw,,content,5,"[5, 4, 11, 21, 15]",[5],4,1227,1.477647
0,85,baseline,What are Caroline's plans for the summer?,researching adoption agencies,Camping trip with kids.,0.0000,0.0000,content_event_topic_kw,,content,5,"[39, 6, 51, 14, 12]",[6],4,1679,0.910021
0,86,baseline,What type of individuals does the adoption agency Caroline is considering support?,LGBTQ+ individuals,LGBTQ+ individuals,1.0000,1.0000,content_event_topic_kw,,content,5,"[6, 57, 65, 26, 43]",[6],4,1824,1.055027
0,87,baseline,Why did Caroline choose the adoption agency?,because of their inclusivity and support for LGBTQ+ individuals,They support LGBTQ+ folks.,0.3077,0.1797,content_event_topic_kw,,content,5,"[6, 57, 26, 40, 65]",[6],4,2054,0.799388
0,88,baseline,What is Caroline excited about in the adoption process?,creating a family for kids who need one,Creating a family for kids.,0.7692,0.5971,content_event_topic_kw,,content,5,"[6, 57, 40, 65, 26]",[6],4,2054,1.022658
0,89,baseline,What does Melanie think about Caroline's decision to adopt?,she thinks Caroline is doing something amazing and will be an awesome mom,Melanie thinks it's amazing.,0.2222,0.1038,content_event_topic_kw,,content,5,"[65, 6, 43, 40, 57]",[6],4,2044,0.975459
0,90,baseline,How long have Mel and her husband been married?,Mel and her husband have been married for 5 years.,5 years,0.3333,0.0111,content_event_topic_kw,,content,5,"[8, 25, 15, 0, 10]",[8],4,1207,0.840521
0,91,baseline,What does Caroline's necklace symbolize?,"love, faith, and strength","Love, faith, and strength.",1.0000,0.8571,content_event_topic_kw,,content,5,"[9, 48, 38, 35, 22]",[9],4,2123,1.039372
0,92,baseline,What country is Caroline's grandma from?,Sweden,Sweden,1.0000,1.0000,content_event_topic_kw,,content,5,"[9, 43, 40, 65, 8]",[9],4,1770,1.031400
0,93,baseline,What was grandma's gift to Caroline?,necklace,A special necklace.,0.5000,0.2500,content_event_topic_kw,,content,5,"[9, 48, 38, 65, 27]",[9],4,2231,0.967014
0,94,baseline,What is Melanie's hand-painted bowl a reminder of?,art and self-expression,Art and self-expression.,1.0000,0.7500,content_event_topic_kw,,content,5,"[9, 38, 13, 45, 58]",[9],4,1842,0.793584
0,95,baseline,What did Melanie and her family do while camping?,"explored nature, roasted marshmallows, and went on a hike",Explored nature and roasted marshmallows.,0.7143,0.3622,content_event_topic_kw,,content,5,"[10, 64, 19, 39, 32]",[10],4,1631,1.047469
0,96,baseline,What kind of counseling and mental health services is Caroline interested in pursuing?,"working with trans people, helping them accept themselves and supporting their mental health",Working with trans people.,0.4706,0.1322,content_event_topic_kw,,content,5,"[21, 11, 15, 2, 12]",[11],4,1264,0.889645
0,97,baseline,What workshop did Caroline attend recently?,LGBTQ+ counseling workshop,LGBTQ+ counseling workshop,1.0000,1.0000,content_event_topic_kw,,content,5,"[14, 11, 15, 0, 1]",[11],4,994,1.094743
0,98,baseline,What was discussed in the LGBTQ+ counseling workshop?,therapeutic methods and how to best work with trans people,Therapeutic methods for trans people.,0.5333,0.3423,content_event_topic_kw,,content,5,"[12, 1, 11, 37, 20]",[11],4,1242,0.950824
